,word,frequence,number_of_edges
13675,excavation,2033197.0,1.0
13676,niggling,60178.0,10.0
13677,changeable,579904.0,4.0
13678,forthcoming,5007069.0,5.0
13679,powerhouse,1360693.0,1.0
13680,distraught,308779.0,1.0
13681,burned,4993504.0,11.0
13682,seeded,1229258.0,2.0
13683,complementary,4998758.0,1.0
13684,masterful,539218.0,2.0
13685,barrack,244214.0,8.0
13686,scuttle,181331.0,1.0
13687,egotism,104956.0,3.0
13688,folding,7182520.0,2.0
13689,reverse,19032783.0,23.0
13690,tapered,1085713.0,3.0
13691,dreamlike,125201.0,1.0
13692,simple,85617922.0,12.0
13693,eviction,903425.0,1.0
13694,simply,62012991.0,1.0
13695,brogue,83648.0,1.0
13696,consuming,5023310.0,12.0
13697,pocketbook,314850.0,3.0
13698,adsorptive,21641.0,1.0
13699,dropping,4761980.0,25.0
13700,amnesia,651098.0,1.0
13701,amnesic,47818.0,2.0
13702,gay,167587791.0,1.0
13703,gas,71518871.0,1.0
13704,gap,17269901.0,2.0
13705,vane,566982.0,2.0
13706,gag,3563372.0,2.0
13707,chatter,1773184.0,8.0
13708,lingo,1055245.0,1.0
13709,redevelopment,2820529.0,1.0
13710,vulcanized,85532.0,1.0
13711,stubbornly,225542.0,2.0
13712,virtu,51894.0,2.0
13713,facade,1179361.0,1.0
13714,shunning,107851.0,7.0
13715,prognosticator,27376.0,1.0
13716,dishonor,244303.0,6.0
13717,engrossed,649739.0,11.0
13718,externalize,37962.0,1.0
13719,benign,1917931.0,1.0
13720,discourse,4220048.0,4.0
13721,ampule,39382.0,2.0
13722,ray,32113994.0,1.0
13723,carryall,50349.0,2.0
13724,absolved,114147.0,6.0
13725,purpose,64314952.0,3.0
13726,breathalyzer,106335.0,1.0
13727,timid,657204.0,5.0
13728,swish,949054.0,1.0
13729,mesmerism,30190.0,1.0
13730,craved,160836.0,5.0
13731,craven,1234807.0,2.0
13732,toil,610151.0,3.0
13733,paneling,251625.0,4.0
13734,vindictive,200175.0,4.0
13735,adventuress,55366.0,8.0
13736,letting,8339922.0,5.0
13737,stargazing,240359.0,3.0
13738,deliberately,2862093.0,3.0
13739,brainstorm,837616.0,1.0
13740,unloading,1105668.0,4.0
13741,squawk,121689.0,1.0
13742,displace,489049.0,8.0
13743,judgement,3736635.0,7.0
13744,semi,16450653.0,1.0
13745,flub,26522.0,12.0
13746,flux,6321668.0,13.0
13747,surging,455706.0,6.0
13748,depositary,417344.0,1.0
13749,sequin,771263.0,1.0
13750,gardening,11823864.0,2.0
13751,humorous,2807909.0,3.0
13752,obliged,2519826.0,6.0
13753,martial,8710009.0,2.0
13754,doorkeeper,38522.0,3.0
13755,pricing,44026683.0,1.0
13756,mirror,21539161.0,1.0
13757,falafel,164929.0,1.0
13758,inerrant,55531.0,1.0
13759,acquaintance,1339448.0,10.0
13760,jewelry,72576719.0,1.0
13761,pelt,353623.0,4.0
13762,lard,423971.0,6.0
13763,lark,972650.0,10.0
13764,aflame,116044.0,1.0
13765,dismally,58571.0,1.0
13766,cameraman,531013.0,1.0
13767,taxing,1277669.0,2.0
13768,annular,413826.0,3.0
13769,optimize,5483874.0,1.0
13770,rumble,1876665.0,2.0
13771,oatmeal,1161768.0,1.0
13772,mesmeric,24948.0,2.0
13773,bise,28901.0,1.0
13774,bluster,123712.0,5.0
13775,jimmy,13030009.0,3.0
13776,sniffle,69056.0,4.0
13777,harassed,643111.0,11.0
13778,framed,11770634.0,8.0
13779,moderating,581459.0,13.0
13780,clack,246726.0,15.0
13781,supraorbital,13998.0,1.0
13782,remembrance,1847909.0,2.0
13783,lesson,18181371.0,1.0
13784,calming,1074919.0,8.0
13785,inexcusable,184565.0,1.0
13786,derangement,85015.0,1.0
13787,opponent,5857157.0,6.0
13788,transformable,31696.0,1.0
13789,frenzied,352149.0,1.0
13790,miniaturization,143394.0,1.0
13791,aversion,822368.0,2.0
13792,singly,423662.0,3.0
13793,single,134754203.0,8.0
13794,flossy,15751.0,1.0
13795,tiling,644082.0,1.0
13796,brethren,2165812.0,6.0
13797,shagged,130911.0,2.0
13798,brushing,917514.0,1.0
13799,luxurious,3975107.0,6.0
13800,depicting,1423344.0,9.0
13801,statesman,1722161.0,1.0
13802,brainiac,155832.0,1.0
13803,ascertained,759738.0,12.0
13804,commoner,183624.0,9.0
13805,staleness,22690.0,1.0
13806,fecund,52902.0,1.0
13807,saleswoman,45726.0,1.0
13808,corroding,45969.0,3.0
13809,factoring,1868521.0,1.0
13810,stupefying,32065.0,17.0
13811,arrayed,251728.0,3.0
13812,rhyme,1530733.0,1.0
13813,agitating,130124.0,16.0
13814,huddled,339047.0,2.0
13815,accuse,1048371.0,2.0
13816,coagulated,39064.0,4.0
13817,splattering,57154.0,9.0
13818,molar,650262.0,1.0
13819,recreation,30662263.0,1.0
13820,iniquity,475226.0,4.0
13821,married,30202662.0,6.0
13822,insubordinate,36397.0,1.0
13823,veld,93563.0,1.0
13824,playmate,958445.0,1.0
13825,vela,387971.0,2.0
13826,sulfide,678464.0,1.0
13827,insertion,5084850.0,2.0
13828,exuberant,379017.0,9.0
13829,giblet,63839.0,1.0
13830,protraction,13922.0,3.0
13831,piper,3346631.0,1.0
13832,pipet,151087.0,1.0
13833,paddle,2316636.0,4.0
13834,wiggler,84391.0,3.0
13835,royalist,116284.0,1.0
13836,exercise,39699360.0,18.0
13837,personification,181369.0,1.0
13838,exchange,77079447.0,7.0
13839,spacing,3099202.0,1.0
13840,jointly,4456642.0,2.0
13841,averment,20014.0,1.0
13842,nimble,407439.0,10.0
13843,unthinking,100759.0,6.0
13844,implicit,3654411.0,3.0
13845,conceit,283744.0,1.0
13846,cero,75538.0,1.0
13847,paperboard,472907.0,1.0
13848,sauteing,16303.0,1.0
13849,courting,433275.0,3.0
13850,fourfold,180782.0,2.0
13851,formulated,3032757.0,10.0
13852,blizzard,2057566.0,1.0
13853,nanjing,728504.0,1.0
13854,decrease,13523903.0,5.0
13855,dissonance,400721.0,1.0
13856,nauseated,78808.0,5.0
13857,sodomite,44495.0,1.0
13858,copse,90567.0,1.0
13859,disgustingly,63362.0,3.0
13860,dispirited,51085.0,9.0
13861,endurable,39204.0,2.0
13862,handcraft,120539.0,2.0
13863,apprenticed,108267.0,3.0
13864,trail,23648838.0,2.0
13865,train,31816971.0,13.0
13866,unbelieving,117162.0,2.0
13867,enviously,22686.0,1.0
13868,unforgiving,239796.0,1.0
13869,account,203611349.0,6.0
13870,obvious,15533662.0,1.0
13871,pulling,5640701.0,11.0
13872,reserved,256443074.0,7.0
13873,feebleness,35650.0,2.0
13874,mixture,8996041.0,10.0
13875,dietician,219707.0,2.0
13876,ascension,1825408.0,1.0
13877,magnificently,228840.0,4.0
13878,curving,262992.0,12.0
13879,democracy,20255935.0,2.0
13880,lame,3015528.0,3.0
13881,boxing,8319372.0,3.0
13882,forest,43667070.0,3.0
13883,squeaking,112629.0,6.0
13884,impenitent,23932.0,1.0
13885,bluff,3906671.0,15.0
13886,billings,2533397.0,4.0
13887,trifling,190034.0,7.0
13888,ambiguous,1951514.0,3.0
13889,counterbalanced,104521.0,8.0
13890,poached,307394.0,2.0
13891,bind,6677053.0,13.0
13892,sidelong,39142.0,3.0
13893,lingua,820013.0,1.0
13894,hydropathy,13599.0,1.0
13895,widowed,886454.0,1.0
13896,kingfish,165366.0,2.0
13897,looping,926328.0,4.0
13898,agricultural,24509113.0,1.0
13899,gramps,188199.0,4.0
13900,spasmodic,116473.0,2.0
13901,braggart,29611.0,6.0
13902,willing,18418634.0,5.0
13903,publication,55199085.0,1.0
13904,greater,55673859.0,20.0
13905,descendants,2484559.0,2.0
13906,spell,8506049.0,3.0
13907,spelt,431427.0,3.0
13908,thrill,2690034.0,9.0
13909,tenanted,59038.0,1.0
13910,freshness,1073306.0,5.0
13911,irrelevance,191925.0,1.0
13912,blazing,1418665.0,7.0
13913,correlative,156997.0,2.0
13914,narc,225597.0,1.0
13915,pewee,68670.0,2.0
13916,junkie,1294569.0,1.0
13917,burdened,536893.0,5.0
13918,idiotic,520570.0,3.0
13919,accumulated,4018104.0,8.0
13920,winker,29363.0,1.0
13921,tubular,1645135.0,1.0
13922,matt,23843367.0,2.0
13923,relinquishing,138098.0,10.0
13924,repress,274024.0,3.0
13925,stub,2184616.0,1.0
13926,mate,9732445.0,8.0
13927,messenger,21540177.0,1.0
13928,stud,9477498.0,2.0
13929,stun,1051083.0,1.0
13930,math,28631905.0,1.0
13931,roughened,47185.0,1.0
13932,matchmaker,828108.0,1.0
13933,hajji,34398.0,1.0
13934,grieving,817774.0,5.0
13935,savour,268503.0,2.0
13936,strategic,30930763.0,1.0
13937,ancient,23226415.0,2.0
13938,pedigreed,54284.0,2.0
13939,upholder,16961.0,2.0
13940,basilar,107030.0,1.0
13941,aquavit,18812.0,1.0
13942,completed,54810628.0,7.0
13943,dreary,551606.0,1.0
13944,transsexual,6392288.0,1.0
13945,addled,125205.0,6.0
13946,completer,83360.0,1.0
13947,discretionary,2221521.0,1.0
13948,systematize,40455.0,2.0
13949,brusque,61957.0,2.0
13950,humped,96691.0,11.0
13951,amplitude,3100838.0,1.0
13952,flasher,1341269.0,1.0
13953,coronation,1033026.0,1.0
13954,gambol,38916.0,4.0
13955,imaginative,1682880.0,3.0
13956,neutralize,496130.0,6.0
13957,labouring,179751.0,10.0
13958,unlikely,8387131.0,1.0
13959,habitable,291481.0,1.0
13960,apparently,15815805.0,2.0
13961,acceleration,4118345.0,2.0
13962,costliness,42138.0,1.0
13963,dilatation,293104.0,2.0
13964,skillful,626936.0,6.0
13965,mid,39610476.0,1.0
13966,parks,25974927.0,6.0
13967,autocratic,213394.0,7.0
13968,parka,688453.0,3.0
13969,uncategorized,3747762.0,2.0
13970,bemused,186694.0,6.0
13971,hankering,169499.0,3.0
13972,propagate,892094.0,8.0
13973,hoodwink,29876.0,1.0
13974,sally,5933047.0,2.0
13975,overestimation,87983.0,1.0
13976,widgeon,64405.0,1.0
13977,afresh,214382.0,1.0
13978,stranded,2285325.0,3.0
13979,request,124620318.0,5.0
13980,reproving,19177.0,2.0
13981,sheathing,227338.0,2.0
13982,skinny,3345336.0,3.0
13983,normally,19883839.0,4.0
13984,impish,67159.0,2.0
13985,farsighted,56183.0,1.0
13986,galvanizing,177113.0,4.0
13987,homeowner,3732354.0,1.0
13988,slanderer,17681.0,1.0
13989,sidetrack,68307.0,3.0
13990,staff,151553180.0,2.0
13991,leaching,576688.0,2.0
13992,inspiring,3438173.0,15.0
13993,loutish,17527.0,2.0
13994,satan,3653674.0,1.0
13995,mica,1099816.0,1.0
13996,inferior,2546617.0,1.0
13997,adroit,182395.0,1.0
13998,demigod,78678.0,1.0
13999,shelling,353784.0,7.0
14000,monochromatic,265264.0,1.0
14001,sluttish,13364.0,4.0
14002,embezzle,24883.0,1.0
14003,enhanced,18142340.0,4.0
14004,greece,21329720.0,1.0
14005,pattern,34124878.0,6.0
14006,reprimand,408202.0,7.0
14007,deliver,22807066.0,5.0
14008,firmness,381778.0,3.0
14009,festering,138136.0,2.0
14010,taking,69997427.0,54.0
14011,swallow,3832303.0,6.0
14012,darker,2069829.0,1.0
14013,compromising,1046514.0,2.0
14014,abortive,175796.0,1.0
14015,beguiled,74919.0,18.0
14016,flourishing,618258.0,11.0
14017,gaze,2119763.0,1.0
14018,curtain,4827869.0,3.0
14019,proposal,30189304.0,4.0
14020,curtail,423138.0,1.0
14021,hemostasis,156454.0,1.0
14022,overwhelmingly,1058636.0,2.0
14023,bulk,18029501.0,2.0
14024,finished,25994841.0,6.0
14025,bull,10231851.0,11.0
14026,bulb,4879829.0,2.0
14027,volunteer,22336881.0,1.0
14028,cypher,369524.0,14.0
14029,deadness,26011.0,1.0
14030,kinfolk,40234.0,3.0
14031,almost,66395121.0,2.0
14032,dissent,2068302.0,3.0
14033,micrometer,306586.0,1.0
14034,regression,6314300.0,4.0
14035,oink,214048.0,1.0
14036,foxy,920102.0,6.0
14037,layered,2368440.0,2.0
14038,infer,1104540.0,4.0
14039,reporting,37995481.0,5.0
14040,foreland,62928.0,2.0
14041,spitting,681477.0,6.0
14042,sunburn,474135.0,1.0
14043,peewee,219000.0,3.0
14044,knotty,195433.0,12.0
14045,muscle,20752802.0,3.0
14046,inwardness,21976.0,6.0
14047,lynching,233093.0,1.0
14048,orthopaedic,1510178.0,1.0
14049,graduate,41645267.0,6.0
14050,pushchair,245138.0,1.0
14051,add,387231739.0,15.0
14052,match,53532481.0,14.0
14053,molding,2154964.0,14.0
14054,thoughtlessly,47164.0,1.0
14055,endoderm,68134.0,1.0
14056,christianization,24122.0,1.0
14057,defecation,98660.0,1.0
14058,honeycombed,23119.0,2.0
14059,accessible,18695403.0,4.0
14060,crazily,52356.0,1.0
14061,propel,646427.0,4.0
14062,authority,57403313.0,2.0
14063,solemnize,22935.0,1.0
14064,proper,28099582.0,3.0
14065,masker,69032.0,1.0
14066,rattlesnake,415865.0,1.0
14067,masked,1564129.0,6.0
14068,bustling,748755.0,2.0
14069,assuming,8525795.0,16.0
14070,pepper,9725001.0,2.0
14071,oiled,776472.0,1.0
14072,stellar,3062189.0,1.0
14073,unevenly,179572.0,2.0
14074,oiler,152495.0,1.0
14075,raiding,299817.0,2.0
14076,about,1226734006.0,11.0
14077,actual,42552937.0,8.0
14078,boards,52877471.0,7.0
14079,ribbed,1149880.0,4.0
14080,evoke,804417.0,2.0
14081,tailed,1882619.0,5.0
14082,fleshy,515537.0,4.0
14083,obliterated,278463.0,5.0
14084,functional,41862937.0,2.0
14085,boringly,21837.0,2.0
14086,esteem,3733585.0,15.0
14087,ridge,15993437.0,2.0
14088,stainless,18133474.0,4.0
14089,luminary,117156.0,1.0
14090,biggest,20195396.0,2.0
14091,repeater,1282082.0,1.0
14092,tilled,104725.0,1.0
14093,dieresis,28551.0,1.0
14094,repeated,10015447.0,13.0
14095,contemptuously,79625.0,2.0
14096,tiller,547999.0,1.0
14097,mollusc,85858.0,1.0
14098,heatedly,29309.0,1.0
14099,levis,734906.0,2.0
14100,cerulean,209177.0,1.0
14101,skating,5660985.0,1.0
14102,excruciatingly,104178.0,1.0
14103,proceeds,7662697.0,6.0
14104,messily,17901.0,1.0
14105,satirist,115684.0,1.0
14106,wallow,180353.0,3.0
14107,wallop,197728.0,2.0
14108,dippers,117092.0,6.0
14109,entertainment,111394818.0,13.0
14110,armor,6001844.0,1.0
14111,kail,55051.0,1.0
14112,parole,2588422.0,5.0
14113,limited,106154969.0,15.0
14114,hitch,2730000.0,16.0
14115,enteric,309728.0,1.0
14116,evermore,265149.0,1.0
14117,poorly,4799466.0,2.0
14118,violate,3432718.0,4.0
14119,batholith,43358.0,1.0
14120,agitator,373101.0,1.0
14121,under,313296421.0,2.0
14122,conjecture,1283018.0,10.0
14123,phial,36526.0,4.0
14124,jack,46728329.0,11.0
14125,frailty,236450.0,3.0
14126,determinedly,64766.0,3.0
14127,calif,766201.0,2.0
14128,remoteness,211042.0,2.0
14129,parted,938100.0,8.0
14130,bicycle,8344882.0,3.0
14131,ungenerous,22767.0,1.0
14132,consistent,22600601.0,5.0
14133,frosted,1162704.0,1.0
14134,exchangeable,358401.0,5.0
14135,fattening,199478.0,2.0
14136,redistributed,2435259.0,1.0
14137,solemn,1101329.0,5.0
14138,poison,5056083.0,1.0
14139,endorse,3732894.0,1.0
14140,millenarian,19783.0,1.0
14141,gyroscope,224299.0,1.0
14142,exemplifying,74454.0,5.0
14143,distention,56985.0,1.0
14144,snowbird,313422.0,2.0
14145,represented,16721698.0,15.0
14146,aftermath,3018203.0,1.0
14147,astuteness,21340.0,1.0
14148,punishment,7292386.0,3.0
14149,swearing,940094.0,16.0
14150,stray,1807545.0,12.0
14151,straw,3958211.0,7.0
14152,strap,11414669.0,4.0
14153,formalised,180202.0,5.0
14154,appeasing,95475.0,12.0
14155,hospital,60720801.0,3.0
14156,mediate,979863.0,4.0
14157,tradesman,243949.0,1.0
14158,assessment,59513100.0,1.0
14159,ravishing,159418.0,13.0
14160,mystical,2009920.0,1.0
14161,barbarous,204373.0,16.0
14162,billowing,119481.0,7.0
14163,grief,4552843.0,12.0
14164,hutch,1373107.0,2.0
14165,cheapest,8933030.0,2.0
14166,tremendously,1002541.0,2.0
14167,streptococcus,832686.0,1.0
14168,install,40502273.0,1.0
14169,palpitating,21640.0,4.0
14170,aggrandize,16619.0,3.0
14171,ingenuity,862805.0,3.0
14172,rudderless,29041.0,1.0
14173,quoits,26111.0,2.0
14174,undisciplined,108244.0,2.0
14175,scolding,144048.0,13.0
14176,vagrant,253141.0,2.0
14177,aching,724865.0,8.0
14178,tiredly,23020.0,1.0
14179,badly,5290145.0,6.0
14180,moisten,126005.0,1.0
14181,delicacy,427313.0,10.0
14182,jumping,5154366.0,12.0
14183,criminalization,114308.0,1.0
14184,intermeshed,34621.0,2.0
14185,decreasing,3525931.0,4.0
14186,aloud,3743858.0,1.0
14187,vapor,3744912.0,2.0
14188,misadventure,140921.0,1.0
14189,clapper,205968.0,3.0
14190,alternation,288969.0,1.0
14191,clayey,159159.0,3.0
14192,underside,732798.0,1.0
14193,synonymy,147570.0,1.0
14194,womanhood,279199.0,1.0
14195,besotted,50925.0,15.0
14196,phallic,152004.0,1.0
14197,hakim,438778.0,1.0
14198,compelling,4911176.0,3.0
14199,condition,75963033.0,6.0
14200,smouldering,80371.0,2.0
14201,tourist,15046652.0,1.0
14202,confuse,1595533.0,5.0
14203,interrelationship,209079.0,1.0
14204,shadowy,518730.0,3.0
14205,affiliate,37877419.0,2.0
14206,fitness,56063953.0,2.0
14207,waffle,1199095.0,1.0
14208,gearshift,61736.0,2.0
14209,depress,358559.0,3.0
14210,stunting,121460.0,1.0
14211,militarized,81463.0,3.0
14212,nitwit,45944.0,1.0
14213,motel,9170238.0,1.0
14214,cognomen,14504.0,5.0
14215,diffusive,178598.0,1.0
14216,heavenly,3663141.0,1.0
14217,splashed,345105.0,15.0
14218,eternal,7051757.0,17.0
14219,polarize,56222.0,1.0
14220,icky,282901.0,6.0
14221,calcareous,442944.0,1.0
14222,jangling,48440.0,3.0
14223,ritual,3861920.0,1.0
14224,hopeless,1315103.0,1.0
14225,dunce,112570.0,9.0
14226,rank,36408196.0,14.0
14227,hearing,38521552.0,8.0
14228,restrict,5544351.0,2.0
14229,rant,3683247.0,4.0
14230,calorie,2667892.0,1.0
14231,traitorous,73475.0,2.0
14232,dysfunction,3593314.0,1.0
14233,toy,26924831.0,1.0
14234,top,484213771.0,3.0
14235,licorice,603489.0,1.0
14236,numbly,19924.0,1.0
14237,inconvenient,681396.0,2.0
14238,submersion,80795.0,5.0
14239,unbroken,624361.0,2.0
14240,insightful,2709708.0,1.0
14241,murder,15030656.0,5.0
14242,pondering,639349.0,9.0
14243,wardrobe,3627616.0,1.0
14244,incredulously,81905.0,1.0
14245,pyramidal,321821.0,1.0
14246,rampage,1365049.0,1.0
14247,interrelated,593829.0,2.0
14248,mirth,381439.0,1.0
14249,legibility,182951.0,1.0
14250,slithering,71021.0,2.0
14251,snow,35358852.0,3.0
14252,snot,335248.0,3.0
14253,predominantly,2594198.0,1.0
14254,snob,363501.0,1.0
14255,individualization,76628.0,1.0
14256,clunky,255237.0,4.0
14257,inured,46306.0,2.0
14258,capitalization,1316045.0,1.0
14259,infliction,177043.0,4.0
14260,transfiguration,216369.0,1.0
14261,preset,1656205.0,1.0
14262,plenty,14364719.0,20.0
14263,unmeasured,92655.0,1.0
14264,phantasm,172251.0,3.0
14265,lifesaver,212555.0,1.0
14266,interject,82903.0,1.0
14267,pyrexia,18777.0,1.0
14268,reputation,11081735.0,2.0
14269,pineapple,2487823.0,1.0
14270,pasha,411571.0,1.0
14271,section,232251956.0,2.0
14272,yank,646395.0,2.0
14273,sanctuary,4757139.0,2.0
14274,crotchet,180815.0,3.0
14275,sage,7739556.0,1.0
14276,radio,113285624.0,2.0
14277,polemics,154385.0,3.0
14278,dove,3253560.0,6.0
14279,adoration,540601.0,1.0
14280,bluing,33925.0,1.0
14281,abjure,27897.0,3.0
14282,stanza,600482.0,1.0
14283,refreshment,580038.0,1.0
14284,disgust,868088.0,3.0
14285,lodge,21541130.0,6.0
14286,announce,11583296.0,18.0
14287,dullness,101895.0,2.0
14288,continuity,6045562.0,1.0
14289,epidermal,648698.0,3.0
14290,succinct,452682.0,2.0
14291,hostility,1377207.0,1.0
14292,watch,92006970.0,14.0
14293,fluid,12943336.0,5.0
14294,congruent,389497.0,1.0
14295,report,286237372.0,14.0
14296,frying,1037756.0,2.0
14297,overbearing,215700.0,11.0
14298,erupt,300083.0,2.0
14299,automatic,28551016.0,4.0
14300,fragrant,1182515.0,1.0
14301,habit,4880657.0,10.0
14302,inhabitation,16881.0,1.0
14303,detection,17559678.0,6.0
14304,maharaja,283845.0,1.0
14305,corrupt,3788784.0,17.0
14306,accede,192573.0,2.0
14307,unalienable,104697.0,1.0
14308,bellowing,94043.0,6.0
14309,unconscionable,226433.0,2.0
14310,approach,64158347.0,3.0
14311,weal,123890.0,1.0
14312,weak,13347842.0,15.0
14313,tarry,243850.0,5.0
14314,southeast,12520872.0,2.0
14315,wear,29846762.0,7.0
14316,irregular,3097883.0,12.0
14317,unbelted,15736.0,1.0
14318,variance,5713415.0,6.0
14319,gamey,31934.0,10.0
14320,majestic,3206714.0,4.0
14321,litigant,176825.0,1.0
14322,trust,55157142.0,11.0
14323,truss,1484384.0,1.0
14324,panel,53784382.0,5.0
14325,formulary,647671.0,1.0
14326,quickly,40161558.0,5.0
14327,becalmed,25383.0,2.0
14328,expected,54346724.0,9.0
14329,sloppiness,56246.0,2.0
14330,steamroller,230844.0,1.0
14331,proselytize,56734.0,1.0
14332,patronizing,185959.0,9.0
14333,glider,1311196.0,1.0
14334,windup,95958.0,2.0
14335,humanity,7267430.0,4.0
14336,stopping,6325995.0,17.0
14337,procedure,36129804.0,4.0
14338,purifying,559532.0,7.0
14339,descant,67114.0,2.0
14340,pyrotechnics,249098.0,2.0
14341,purchasable,33864.0,3.0
14342,suggest,36726336.0,2.0
14343,overstep,42430.0,1.0
14344,boater,325221.0,5.0
14345,whitened,57392.0,1.0
14346,forsaking,91990.0,4.0
14347,lusty,702157.0,3.0
14348,satellite,42379243.0,2.0
14349,settle,6326394.0,15.0
14350,saintly,207451.0,1.0
14351,deflect,402699.0,4.0
14352,action,162023431.0,7.0
14353,normalization,1213382.0,1.0
14354,gabble,17739.0,8.0
14355,savings,32817684.0,18.0
14356,incapable,1541556.0,4.0
14357,mother,57432704.0,5.0
14358,seasonal,10711168.0,1.0
14359,bugger,460782.0,2.0
14360,appease,401600.0,2.0
14361,mending,289190.0,4.0
14362,bugged,310616.0,6.0
14363,celandine,45255.0,1.0
14364,slackness,40831.0,1.0
14365,vibration,4130212.0,7.0
14366,meanly,30141.0,2.0
14367,overemphasize,34475.0,2.0
14368,trine,297941.0,1.0
14369,misprint,90356.0,2.0
14370,dirigible,46663.0,1.0
14371,orbicular,17167.0,2.0
14372,cultural,42022443.0,1.0
14373,judge,30905832.0,10.0
14374,authorship,864815.0,4.0
14375,roach,3017586.0,2.0
14376,conspiratorial,90317.0,1.0
14377,appearing,13254387.0,3.0
14378,gift,131417909.0,19.0
14379,deafened,67135.0,2.0
14380,valency,55507.0,1.0
14381,hunt,13752874.0,10.0
14382,dishonest,936098.0,7.0
14383,zoom,31373629.0,2.0
14384,officer,48483165.0,1.0
14385,arbitrary,6442074.0,2.0
14386,valence,741315.0,1.0
14387,superlative,356196.0,6.0
14388,petting,429286.0,2.0
14389,disfigurement,116634.0,2.0
14390,rhinitis,435369.0,1.0
14391,malaysia,18443192.0,1.0
14392,smarmy,86228.0,2.0
14393,vesper,171654.0,1.0
14394,doorstep,1041402.0,1.0
14395,proceeding,7201235.0,5.0
14396,landward,99614.0,1.0
14397,splendor,1183490.0,3.0
14398,unbleached,179610.0,1.0
14399,blooper,112457.0,7.0
14400,discount,82646962.0,4.0
14401,idolized,56825.0,6.0
14402,saleable,160195.0,1.0
14403,mechanized,366486.0,5.0
14404,plug,24429832.0,7.0
14405,cowboy,6868615.0,5.0
14406,razzle,183318.0,1.0
14407,trustworthy,1245589.0,2.0
14408,plus,94730251.0,4.0
14409,glowering,31454.0,7.0
14410,civil,49495349.0,3.0
14411,naturalized,448137.0,6.0
14412,verbalized,28865.0,8.0
14413,bootlegging,58126.0,1.0
14414,transform,7488924.0,3.0
14415,virgin,24406134.0,4.0
14416,puffiness,83574.0,2.0
14417,minter,301929.0,1.0
